ROWNAME,VECTOR,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50
raheelk,-0.287566140794821 -0.13227673775615 -0.510500624299041 0.575689773543234 -0.107876267313425 0.546430414234849 -0.10117518810262 0.0962394944157539 0.0799975342207967 -0.503644482449232 -0.940179883194693 0.236228111882973 0.416246875039016 0.64774090925479 -0.604012112612594 -0.308607926687456 0.182859860233566 -0.400920152009969 0.77829171141525 0.00382465433131967 -0.252487347750476 -0.307125607490862 -0.0875997589657278 0.313712928656547 0.115336536993623 0.420349274544744 0.379456305098477 -0.182395451214561 -0.109692150376478 -0.64963296220553 -0.682269912001451 -0.153674334690491 0.932277868038354 -0.107056597744811 0.221289567210032 -1.02138262564396 -0.734775897994814 -0.617340006474145 0.68496554335158 0.412317510672611 0.393029917257307 -0.520162587293149 -0.373813356137914 0.0330839024517211 -0.566092753711267 -0.121664602900156 -0.489240622538737 -0.0246220583389194 0.0703589159939989 -0.040180326288209,-0.287566141,-0.132276738,-0.510500624,0.575689774,-0.107876267,0.546430414,-0.101175188,0.096239494,0.079997534,-0.503644482,-0.940179883,0.236228112,0.416246875,0.647740909,-0.604012113,-0.308607927,0.18285986,-0.400920152,0.778291711,0.003824654,-0.252487348,-0.307125607,-0.087599759,0.313712929,0.115336537,0.420349275,0.379456305,-0.182395451,-0.10969215,-0.649632962,-0.682269912,-0.153674335,0.932277868,-0.107056598,0.221289567,-1.021382626,-0.734775898,-0.617340006,0.684965543,0.412317511,0.393029917,-0.520162587,-0.373813356,0.033083902,-0.566092754,-0.121664603,-0.489240623,-0.024622058,0.070358916,-0.040180326
rapid,0.543255934311812 -0.668319136793236 -0.0313780432260435 -0.225956629673062 0.19680330907929 0.336721114080234 -0.0323906037754399 -0.228620586448024 0.419101573075061 0.319812330974618 0.416553930336622 -0.810642676459183 -0.0925467889855224 -0.0763078367193444 -0.0750604069455988 -0.0872768716996868 0.771989806704913 -0.80781454043496 -0.395800276320336 -0.213986476364067 0.590564494921081 0.581206067015987 -0.353668544674714 -0.529484125320948 -0.453409598487779 -0.434140138439449 0.501182771570581 0.512437399205745 0.370862733706148 0.0601567489605135 0.400171039127855 0.400704664494041 -0.781423303232826 0.467412490259284 -0.0411435747262729 0.801749978404672 0.120072952260889 -0.0521489651205271 -0.542113018430382 0.00452044416620589 0.416986808846082 0.536801477645111 0.524755719460735 -0.295646299059379 0.253866023257838 -0.384591990569775 -0.47381490607559 0.259938186972815 0.29456650127833 -0.879198441376847,0.543255934,-0.668319137,-0.031378043,-0.22595663,0.196803309,0.336721114,-0.032390604,-0.228620586,0.419101573,0.319812331,0.41655393,-0.810642676,-0.092546789,-0.076307837,-0.075060407,-0.087276872,0.771989807,-0.80781454,-0.395800276,-0.213986476,0.590564495,0.581206067,-0.353668545,-0.529484125,-0.453409598,-0.434140138,0.501182772,0.512437399,0.370862734,0.060156749,0.400171039,0.400704664,-0.781423303,0.46741249,-0.041143575,0.801749978,0.120072952,-0.052148965,-0.542113018,0.004520444,0.416986809,0.536801478,0.524755719,-0.295646299,0.253866023,-0.384591991,-0.473814906,0.259938187,0.294566501,-0.879198441
rapidcity,0.448236508098053 -0.30441308910386 0.422679290142658 0.397249844115448 -0.592029416083217 -0.910795818982084 0.384708182443084 0.595909577077154 -0.0248930127970456 0.410607108650627 0.835491369066115 -0.817187460321493 -0.203107904222244 0.268493482470242 0.0703125800193972 0.281438766747751 0.234630300864047 0.254678850136407 -0.156888288654575 0.422514190500518 0.644830663743599 0.0382100672044551 -0.0351528081550492 0.016536497302543 0.220733756363553 -0.553937236873571 0.709501430941107 0.499523479404208 0.0382576343557909 0.186791213453576 -0.222901323849238 -0.322401205530976 -0.0375176749922813 -0.263094478811294 0.138178823828548 0.310132273344464 0.336614547698136 -0.181411321220849 -0.344576828767191 -0.175768087667323 0.317023852648427 -0.180251644399815 0.263459032720756 -0.386622695541117 -0.328236715626788 0.176684851643019 -0.0643637871593475 0.782565185109077 0.213727811040036 0.0325231490464419,0.448236508,-0.304413089,0.42267929,0.397249844,-0.592029416,-0.910795819,0.384708182,0.595909577,-0.024893013,0.410607109,0.835491369,-0.81718746,-0.203107904,0.268493482,0.07031258,0.281438767,0.234630301,0.25467885,-0.156888289,0.422514191,0.644830664,0.038210067,-0.035152808,0.016536497,0.220733756,-0.553937237,0.709501431,0.499523479,0.038257634,0.186791213,-0.222901324,-0.322401206,-0.037517675,-0.263094479,0.138178824,0.310132273,0.336614548,-0.181411321,-0.344576829,-0.175768088,0.317023853,-0.180251644,0.263459033,-0.386622696,-0.328236716,0.176684852,-0.064363787,0.782565185,0.213727811,0.032523149
rapper's,0.187192910969629 0.0595525522415238 0.484276757782445 0.198121587171966 0.339454899124436 -0.0187161346581378 0.520149914899058 1.06701544024035 0.158261106692796 0.367412228031947 0.579201684668728 0.309513927244703 -0.812997120687741 0.664645193540301 -0.252064957741511 0.140245721497374 -0.0635372504686902 0.239782155577656 0.572080408993721 -0.918276605143697 0.0642319207600379 -1.08696765033657 0.0376046535739204 0.397996095182278 -0.270552038884816 -0.272238184056767 -0.173363863750232 -0.147515008995236 0.422176669975882 -0.161404827009054 -0.485169349208888 0.344776350336511 0.348770548259793 -0.261292008211853 0.36296885477034 -0.278246054370085 0.332137217821122 0.22544893093678 0.368420248773901 0.250531000974894 0.460922023409486 -0.057899008459301 0.160410302248749 0.0391197395336803 -0.131432250516625 0.0658179886570458 -0.0991223970800294 0.595040113117587 -0.432625816163463 0.00367075671548644,0.187192911,0.059552552,0.484276758,0.198121587,0.339454899,-0.018716135,0.520149915,1.06701544,0.158261107,0.367412228,0.579201685,0.309513927,-0.812997121,0.664645194,-0.252064958,0.140245721,-0.06353725,0.239782156,0.572080409,-0.918276605,0.064231921,-1.08696765,0.037604654,0.397996095,-0.270552039,-0.272238184,-0.173363864,-0.147515009,0.42217667,-0.161404827,-0.485169349,0.34477635,0.348770548,-0.261292008,0.362968855,-0.278246054,0.332137218,0.225448931,0.368420249,0.250531001,0.460922023,-0.057899008,0.160410302,0.03911974,-0.131432251,0.065817989,-0.099122397,0.595040113,-0.432625816,0.003670757
reach,-0.225915508018306 -0.091782321465329 0.247790558384852 0.474991546246792 0.748344311860491 -0.138910423056244 -0.482672227752948 0.0228879640026349 -0.401729152079488 0.75944184996049 -0.13258602859052 0.308789952147539 -0.542968465325346 -0.479006586558296 -0.293980661654431 -0.866944221559711 -0.585053303849456 -0.480835728682061 0.458871524237534 -0.34972060214337 -0.765717310816532 0.372698104991217 -0.162746973130174 -0.407590165175905 0.651187551425799 0.231517098185108 -0.136214695640347 -0.429365697816757 0.61113694277036 0.044074092778521 0.738613500650413 0.180097385559133 0.0941096607270734 0.801703300226046 -0.304245341321487 -0.0137725275366725 -0.311540665750318 -0.431414867258346 -0.115495205953792 0.449585897423986 -0.067529869010646 -0.046468897939765 -0.456008014174257 0.678259952754672 0.377866622375319 0.080202563921667 -0.651925118919994 0.267142073241098 0.341565495728447 0.389172042762926,-0.225915508,-0.091782321,0.247790558,0.474991546,0.748344312,-0.138910423,-0.482672228,0.022887964,-0.401729152,0.75944185,-0.132586029,0.308789952,-0.542968465,-0.479006587,-0.293980662,-0.866944222,-0.585053304,-0.480835729,0.458871524,-0.349720602,-0.765717311,0.372698105,-0.162746973,-0.407590165,0.651187551,0.231517098,-0.136214696,-0.429365698,0.611136943,0.044074093,0.738613501,0.180097386,0.094109661,0.8017033,-0.304245341,-0.013772528,-0.311540666,-0.431414867,-0.115495206,0.449585897,-0.067529869,-0.046468898,-0.456008014,0.678259953,0.377866622,0.080202564,-0.651925119,0.267142073,0.341565496,0.389172043
read,-0.386636279560856 -0.0730842961741268 0.238777048102764 -0.0908408855165161 -0.424801183174872 0.16123433102642 0.835526690912009 -0.266693501424822 -0.158838818696207 -0.487744515180112 0.582117280691805 -0.395989273541357 0.171107680996343 -0.614883375619889 -0.121795574594391 -0.112231147317663 0.0232746560891124 -0.102877450780235 -0.839108916316973 -0.318249056377121 -0.126250888034008 -0.0754286217656008 -0.402977157505748 -0.604655224049905 -0.288332736160137 0.614722718718397 -0.160240664045669 -0.128832217838679 0.645536399708036 -0.169461909717837 -0.715536156805093 0.100002566487591 0.272007612456327 0.233801219068267 0.363816060485763 0.0949623567478281 -0.0320143625506519 0.142388912125341 0.334147779044859 -0.0237873763645359 0.265024252263764 -0.142586822714396 -0.432645876079329 0.96039910069778 0.128185563268618 0.471171689711047 -0.733250325836927 -0.708736178652134 0.328610503811775 -0.0851054842163651,-0.38663628,-0.073084296,0.238777048,-0.090840886,-0.424801183,0.161234331,0.835526691,-0.266693501,-0.158838819,-0.487744515,0.582117281,-0.395989274,0.171107681,-0.614883376,-0.121795575,-0.112231147,0.023274656,-0.102877451,-0.839108916,-0.318249056,-0.126250888,-0.075428622,-0.402977158,-0.604655224,-0.288332736,0.614722719,-0.160240664,-0.128832218,0.6455364,-0.16946191,-0.715536157,0.100002566,0.272007612,0.233801219,0.36381606,0.094962357,-0.032014363,0.142388912,0.334147779,-0.023787376,0.265024252,-0.142586823,-0.432645876,0.960399101,0.128185563,0.47117169,-0.733250326,-0.708736179,0.328610504,-0.085105484
recommended,-0.668107111552667 0.023924536963494 -0.0691683865749388 0.123885727698778 0.131631746085197 0.645097862086223 0.461962267101792 -0.412981550988706 0.259944359000662 0.310336914444826 -0.330887280754662 -0.922992635198674 0.0131921688556088 -0.203512548551505 0.334047567083219 0.471348338992301 0.106094044767155 0.448904920537404 -0.0534962981873755 -0.431966416075422 0.746880007766151 0.189425284084869 -0.254443550261322 0.0492865970899508 -0.000347428708450447 -0.674861245676931 0.131578339405526 0.624650564622604 0.917800626290867 -0.00701245205584186 -0.585799096430606 -0.223234523205059 0.269205289374693 -0.302853369206538 -0.00209514581587397 -0.0150317576876413 0.91820033715237 0.226359014250373 -0.345664752580444 0.320176823924418 -0.69142153524974 -0.769346043358025 0.0492760874172823 -0.416470335231073 -0.120108582326799 -0.369253798004135 0.916895480002122 -0.160895134528025 -0.426764328306518 -0.067544986469758,-0.668107112,0.023924537,-0.069168387,0.123885728,0.131631746,0.645097862,0.461962267,-0.412981551,0.259944359,0.310336914,-0.330887281,-0.922992635,0.013192169,-0.203512549,0.334047567,0.471348339,0.106094045,0.448904921,-0.053496298,-0.431966416,0.746880008,0.189425284,-0.25444355,0.049286597,-0.000347429,-0.674861246,0.131578339,0.624650565,0.917800626,-0.007012452,-0.585799096,-0.223234523,0.269205289,-0.302853369,-0.002095146,-0.015031758,0.918200337,0.226359014,-0.345664753,0.320176824,-0.691421535,-0.769346043,0.049276087,-0.416470335,-0.120108582,-0.369253798,0.91689548,-0.160895135,-0.426764328,-0.067544986
refugees,-0.541859006144668 -0.0430064344874982 0.207278953106029 0.737917932235717 0.0266610822530884 -0.295906579978308 -0.599107802927764 0.587300762432248 -0.373189163428616 0.3333168966843 0.0259908970317201 -0.38326354436762 -0.532658517288434 0.900955507948748 -0.0782963393203014 -0.0828267746297451 -0.415682834244755 0.0121546915424127 0.428123374611812 0.0761131006691531 0.0437219256272023 0.306052661336427 -0.205882022760441 -0.328852906179294 -0.180306670705557 0.0395246817793554 -0.453809582942427 0.446122324238474 -0.175436369932435 0.155161823281948 0.521586892449631 -0.0700176584902632 -0.492094469889548 0.324076943692707 -0.40432818081116 -0.400429929809601 -0.384942940409252 -0.155181610567017 0.0995349210932235 0.600234578738606 0.642272862546413 -0.0462431600282267 0.459679217462713 0.615666078915409 0.724646456485976 -0.349959153112981 0.388717720477466 -0.875803651808977 -0.174796329445744 -0.0578064912126903,-0.541859006,-0.043006434,0.207278953,0.737917932,0.026661082,-0.29590658,-0.599107803,0.587300762,-0.373189163,0.333316897,0.025990897,-0.383263544,-0.532658517,0.900955508,-0.078296339,-0.082826775,-0.415682834,0.012154692,0.428123375,0.076113101,0.043721926,0.306052661,-0.205882023,-0.328852906,-0.180306671,0.039524682,-0.453809583,0.446122324,-0.17543637,0.155161823,0.521586892,-0.070017658,-0.49209447,0.324076944,-0.404328181,-0.40042993,-0.38494294,-0.155181611,0.099534921,0.600234579,0.642272863,-0.04624316,0.459679217,0.615666079,0.724646456,-0.349959153,0.38871772,-0.875803652,-0.174796329,-0.057806491
reinforced,-0.487056907034168 0.0234296933743712 0.844375590171268 -0.63136286202415 -0.684954964859709 0.687994930844511 -0.404018439813521 0.535656144852261 -0.572403941794855 -0.175364560743641 -0.00315031139182878 0.273571543236024 -0.0219166727557248 -0.764908466752333 -0.0720029419266936 -0.00960921316006652 -0.556666106333846 -0.830429544771487 -0.769401739540555 0.154867338832415 -0.202654186583853 -0.415606844635862 0.596561998766391 -0.437159597982578 -0.933099289771809 -0.310290165623851 0.965535044903624 -0.380279463125787 -0.0748154644609535 0.236791643159369 -0.0626677483613211 -0.244639125554419 -0.183554227622846 -0.733961152350278 0.28290528050664 -0.048009173424008 0.448482203787319 -0.362004378509303 0.170720037844402 0.674154921753048 -0.37563574924777 0.581484906863321 -0.945667742561447 -0.288139562220796 -0.685396592652345 0.369207530638549 -0.210478390517665 0.223461783171503 -0.170574090365654 0.339776797522844,-0.487056907,0.023429693,0.84437559,-0.631362862,-0.684954965,0.687994931,-0.40401844,0.535656145,-0.572403942,-0.175364561,-0.003150311,0.273571543,-0.021916673,-0.764908467,-0.072002942,-0.009609213,-0.556666106,-0.830429545,-0.76940174,0.154867339,-0.202654187,-0.415606845,0.596561999,-0.437159598,-0.93309929,-0.310290166,0.965535045,-0.380279463,-0.074815464,0.236791643,-0.062667748,-0.244639126,-0.183554228,-0.733961152,0.282905281,-0.048009173,0.448482204,-0.362004379,0.170720038,0.674154922,-0.375635749,0.581484907,-0.945667743,-0.288139562,-0.685396593,0.369207531,-0.210478391,0.223461783,-0.17057409,0.339776798
relatives,0.568267065021458 -0.0484600633293411 -0.386673401527572 0.632194224585613 0.645585487579474 0.0670911219156857 -0.296402782783966 -0.130002440013333 -0.558585712827216 -0.194361723805239 -0.247074872333789 -0.676629780383067 0.829282884568279 -0.45718263836514 0.299983394759016 -0.445375183862213 0.428814820190279 -0.0769917287049044 -0.578847584342786 0.497089322896866 -0.493566032540982 -0.0799880329357131 -0.339005975067195 -0.158007570058283 0.316940861596158 0.0435541919499484 0.302983965561341 -0.425928632789961 0.21011501910195 0.354838253329872 0.00477218571964763 0.197712061558147 -0.0888820180470065 -0.373676943959436 -0.381211807787908 0.356597045637737 -0.0154175195971398 -0.295938767461455 0.18813836857695 0.378131024148654 0.335101742050455 -0.366990112210643 0.50974782001024 -0.125200571477482 -0.876617360450411 0.610253106090591 -0.927002404054268 0.384687183104948 0.0780414520260537 0.56999412317085,0.568267065,-0.048460063,-0.386673402,0.632194225,0.645585488,0.067091122,-0.296402783,-0.13000244,-0.558585713,-0.194361724,-0.247074872,-0.67662978,0.829282885,-0.457182638,0.299983395,-0.445375184,0.42881482,-0.076991729,-0.578847584,0.497089323,-0.493566033,-0.079988033,-0.339005975,-0.15800757,0.316940862,0.043554192,0.302983966,-0.425928633,0.210115019,0.354838253,0.004772186,0.197712062,-0.088882018,-0.373676944,-0.381211808,0.356597046,-0.01541752,-0.295938767,0.188138369,0.378131024,0.335101742,-0.366990112,0.50974782,-0.125200571,-0.87661736,0.610253106,-0.927002404,0.384687183,0.078041452,0.569994123
reliable,-0.0682485306047622 -0.58971856839872 -0.620025371170204 0.579744550045925 0.262145529030567 -0.458566870129496 -0.0818772552513867 0.28145914755612 -0.129303841552657 -1.00081280092653 -0.432770126550386 0.061391596706734 0.317869568971244 -0.3270001141454 0.255021552276023 -0.262374153868618 -0.0970586678422011 -0.437157261358697 0.74634821996565 0.0415374189271111 0.284509324408004 -0.494705547185498 -0.456992579251453 0.0248912041180204 0.557301544534717 0.296579671433489 0.413773922622018 0.686865538707005 0.0673562850885009 -0.05071841630688 -0.0669615030935819 0.451242205359222 -0.0762403355469661 0.669048058451264 0.221632130983672 0.455456124982902 -0.08510660835331 0.077979215592829 0.172232028617523 -0.0659767181547334 -0.102061399115219 -0.177638192989677 -0.316908875401037 0.0790100502669687 -0.152265612076806 -0.0168048169190608 -0.448952601539026 -0.20949841324626 -0.729157391384169 -0.140571473979659,-0.068248531,-0.589718568,-0.620025371,0.57974455,0.262145529,-0.45856687,-0.081877255,0.281459148,-0.129303842,-1.000812801,-0.432770127,0.061391597,0.317869569,-0.327000114,0.255021552,-0.262374154,-0.097058668,-0.437157261,0.74634822,0.041537419,0.284509324,-0.494705547,-0.456992579,0.024891204,0.557301545,0.296579671,0.413773923,0.686865539,0.067356285,-0.050718416,-0.066961503,0.451242205,-0.076240336,0.669048058,0.221632131,0.455456125,-0.085106608,0.077979216,0.172232029,-0.065976718,-0.102061399,-0.177638193,-0.316908875,0.07901005,-0.152265612,-0.016804817,-0.448952602,-0.209498413,-0.729157391,-0.140571474
reported,-0.745255481478528 -0.336690967318921 0.0889937416625798 -0.485557142693879 -0.271894252808082 -0.563569906956665 -0.825556960189583 -0.616177458239465 0.44595668372385 0.408063743020031 0.0367408914843999 -0.0992697221894571 0.558285969376606 0.632797970899565 0.184890075392448 0.20065057320018 -0.197947996344713 -0.0933258256440715 0.0643433781352861 0.480391511225752 -0.136318753120315 0.180946494894738 0.393821476121034 -0.307870963307522 0.0362671554361545 -0.420381361108365 -0.856179217538613 0.237615475499968 -0.144757632446178 0.332134785487596 -0.189626282368271 0.27289517876391 0.233930428742053 0.237850759438323 -0.642352053970398 0.540724417079314 -0.191113978671526 0.241644160932375 0.622959521811755 -0.0363639588367696 -0.259196581103429 -0.0936417007294299 -0.367377916977716 -0.518377474577719 0.678391719124826 -0.202187495692135 -0.145347401247394 0.180232275692545 0.473075104172437 0.00580429212933852,-0.745255481,-0.336690967,0.088993742,-0.485557143,-0.271894253,-0.563569907,-0.82555696,-0.616177458,0.445956684,0.408063743,0.036740891,-0.099269722,0.558285969,0.632797971,0.184890075,0.200650573,-0.197947996,-0.093325826,0.064343378,0.480391511,-0.136318753,0.180946495,0.393821476,-0.307870963,0.036267155,-0.420381361,-0.856179218,0.237615475,-0.144757632,0.332134785,-0.189626282,0.272895179,0.233930429,0.237850759,-0.642352054,0.540724417,-0.191113979,0.241644161,0.622959522,-0.036363959,-0.259196581,-0.093641701,-0.367377917,-0.518377475,0.678391719,-0.202187496,-0.145347401,0.180232276,0.473075104,0.005804292
repost,0.700451251008971 -0.0253931262987035 -0.340851846658544 0.0276019811760308 0.294207413343374 -0.221591933725078 -0.242262951008071 -0.177832852675262 -0.531463558916746 -0.163630137879959 0.333028704523824 0.251770560839108 -0.249858750447165 -0.121979980647133 -0.528149830935762 0.577119717208381 -0.103643720238348 0.416676959736831 -0.329942720992041 -0.373946347117152 0.381276192142442 -0.777447413870987 -0.0124034027679485 -0.506046448912386 0.884334626667546 -0.402288945063861 0.726932639863618 -0.599813721748976 -0.316974784343712 0.321331033280416 0.329911597797344 0.466142838632242 -0.0272354787569281 -0.191503219914009 -0.239820897598006 -0.479143418972849 -0.583520938852137 -0.278091341455956 -0.907179259043963 0.15395607611443 0.636245857397794 0.181216553663561 -0.678929325715877 0.574375026964518 -0.822656659202233 -0.528346432886592 -0.18271483539499 0.150244150679324 -0.222748960814433 0.206076580333107,0.700451251,-0.025393126,-0.340851847,0.027601981,0.294207413,-0.221591934,-0.242262951,-0.177832853,-0.531463559,-0.163630138,0.333028705,0.251770561,-0.24985875,-0.121979981,-0.528149831,0.577119717,-0.10364372,0.41667696,-0.329942721,-0.373946347,0.381276192,-0.777447414,-0.012403403,-0.506046449,0.884334627,-0.402288945,0.72693264,-0.599813722,-0.316974784,0.321331033,0.329911598,0.466142839,-0.027235479,-0.19150322,-0.239820898,-0.479143419,-0.583520939,-0.278091341,-0.907179259,0.153956076,0.636245857,0.181216554,-0.678929326,0.574375027,-0.822656659,-0.528346433,-0.182714835,0.150244151,-0.222748961,0.20607658
repostapp.ãƒ,0.326658408343718 0.483235897842489 -0.493515199824825 -0.168742714813088 0.296818047603724 0.303993635267727 -0.315543841264348 -0.18776883379056 -0.259283856072321 -0.133443160084219 -0.111828168049401 0.522031838222743 -0.449007948029877 -0.148334993193962 -0.492933594475795 0.0934026885777662 0.257772791211643 0.0834791672140006 0.197521483958386 0.876387303982922 -0.3314917992093 0.325359034696319 -0.531877659042335 -0.066326923476006 0.0529241631120237 0.515501255092378 0.208157588976569 -0.288130492124893 -0.525330693170567 0.107881053951051 0.191209073168929 0.83640043829332 0.48991239635088 0.0665422963583647 0.500343992994466 0.136747368118559 -0.697506930379018 0.0559697546625951 -0.0817926518349624 0.0900284890301576 -0.468623337384986 0.667058271283742 -0.163357969414279 -0.552633947260815 0.578874964470159 0.0521494352980266 0.359243581403451 0.0821670807599177 -0.721466568372317 -0.297473027662479,0.326658408,0.483235898,-0.4935152,-0.168742715,0.296818048,0.303993635,-0.315543841,-0.187768834,-0.259283856,-0.13344316,-0.111828168,0.522031838,-0.449007948,-0.148334993,-0.492933594,0.093402689,0.257772791,0.083479167,0.197521484,0.876387304,-0.331491799,0.325359035,-0.531877659,-0.066326923,0.052924163,0.515501255,0.208157589,-0.288130492,-0.525330693,0.107881054,0.191209073,0.836400438,0.489912396,0.066542296,0.500343993,0.136747368,-0.69750693,0.055969755,-0.081792652,0.090028489,-0.468623337,0.667058271,-0.163357969,-0.552633947,0.578874964,0.052149435,0.359243581,0.082167081,-0.721466568,-0.297473028
res,0.411037408429721 0.585562778753583 0.273364871476906 0.410190420487579 0.180431202510679 0.543716629905316 -0.249233541211132 0.21886982461544 0.112921677756294 0.0991683594814945 0.201284766692052 0.724722412676329 0.166039339615624 0.466997886650952 -0.364690148331746 0.784673504901705 0.204775600171159 -0.0536538550943098 0.0546717122156976 0.218749143024315 0.180677400060405 0.0155798597767865 -0.125544286030738 0.184883088062779 0.0387390776848787 -0.416687551451254 -0.60925432875191 0.254921837005368 -0.119873530036034 0.1867158581133 -0.547696277536681 0.361727840758875 -0.175464117129774 0.414295976922288 0.620127489668941 -0.193148992099533 -0.9033934100949 0.0806319726609053 -0.267226421497281 0.298693654825605 0.679477163645002 0.312287796011331 -0.0732718881053259 -0.415761565745989 0.43481099974796 -0.14991046238172 0.113897070637952 0.119813705671369 0.7999939109188 0.308018151443177,0.411037408,0.585562779,0.273364871,0.41019042,0.180431203,0.54371663,-0.249233541,0.218869825,0.112921678,0.099168359,0.201284767,0.724722413,0.16603934,0.466997887,-0.364690148,0.784673505,0.2047756,-0.053653855,0.054671712,0.218749143,0.1806774,0.01557986,-0.125544286,0.184883088,0.038739078,-0.416687551,-0.609254329,0.254921837,-0.11987353,0.186715858,-0.547696278,0.361727841,-0.175464117,0.414295977,0.62012749,-0.193148992,-0.90339341,0.080631973,-0.267226421,0.298693655,0.679477164,0.312287796,-0.073271888,-0.415761566,0.434811,-0.149910462,0.113897071,0.119813706,0.799993911,0.308018151
resettled,-0.0176457808702666 -0.285567613289561 0.759934521228993 0.622600063082711 -0.549438256981237 0.826155727801879 -0.557560986411193 -0.290803061436861 0.614378892795222 0.356288034878631 -0.0404528283314 0.154784635312955 0.160587388169535 -0.398743571599518 0.709178642670979 -0.0325236906023892 0.0209432425014898 -0.388029584909157 0.409060208758036 -0.0380995289616762 0.365308273562475 -0.404852995064302 0.110249802455651 0.292811671472319 0.182016083412585 0.0982023717683354 -0.223877433169452 -0.53342332899736 0.06463663666389 0.280039533172768 0.0196707924374231 0.199522828988285 0.451057025563574 0.255631645842812 -0.0359101597456143 -0.0370760707138946 -0.019492378767221 0.423435757025696 -0.218407571471256 -0.282985763830144 -1.01753635081211 0.535938214881842 0.793566206399355 -0.0332929729236166 -0.0758689944434237 -0.539699480281502 -0.318794147939111 0.188342864839197 0.111498720447273 -0.437152033810353,-0.017645781,-0.285567613,0.759934521,0.622600063,-0.549438257,0.826155728,-0.557560986,-0.290803061,0.614378893,0.356288035,-0.040452828,0.154784635,0.160587388,-0.398743572,0.709178643,-0.032523691,0.020943243,-0.388029585,0.409060209,-0.038099529,0.365308274,-0.404852995,0.110249802,0.292811671,0.182016083,0.098202372,-0.223877433,-0.533423329,0.064636637,0.280039533,0.019670792,0.199522829,0.451057026,0.255631646,-0.03591016,-0.037076071,-0.019492379,0.423435757,-0.218407571,-0.282985764,-1.017536351,0.535938215,0.793566206,-0.033292973,-0.075868994,-0.53969948,-0.318794148,0.188342865,0.11149872,-0.437152034
residents,-0.323734201000843 0.608210551809126 -0.54225235686073 0.0339696785736341 0.185311640672401 0.0806359030316453 0.373049289269519 -0.399597127952266 0.336460674607818 -0.00525159267288127 -0.00851396461802883 -0.419174818304558 -0.244062905124967 -0.0935103805800116 -0.238843602929478 -0.170232425356393 0.00691577635363094 -1.00892305544251 -0.0898815017781663 -0.429343151774678 -0.317697228521797 0.41669924249952 -0.602467198872612 -0.427116698258265 -0.613582830930115 0.0439608461264356 -0.0283290297566257 0.024109399619046 -0.0894848468898844 0.354962121269183 0.21350366206363 -0.589499095241132 -0.0215503261764608 0.849142667146922 -0.228294656581648 0.133853607176085 0.51086149421002 0.54877566451166 -0.331954830031359 0.55812512640129 0.467064167712788 0.132423799887337 -0.381318555547545 -0.62442257872702 -0.284678596172194 0.220627181655027 -0.192379680949608 0.173591261671583 -0.0952058344269752 -0.00292755547716894,-0.323734201,0.608210552,-0.542252357,0.033969679,0.185311641,0.080635903,0.373049289,-0.399597128,0.336460675,-0.005251593,-0.008513965,-0.419174818,-0.244062905,-0.093510381,-0.238843603,-0.170232425,0.006915776,-1.008923055,-0.089881502,-0.429343152,-0.317697229,0.416699242,-0.602467199,-0.427116698,-0.613582831,0.043960846,-0.02832903,0.0241094,-0.089484847,0.354962121,0.213503662,-0.589499095,-0.021550326,0.849142667,-0.228294657,0.133853607,0.510861494,0.548775665,-0.33195483,0.558125126,0.467064168,0.1324238,-0.381318556,-0.624422579,-0.284678596,0.220627182,-0.192379681,0.173591262,-0.095205834,-0.002927555
respect,0.114966246678284 -0.0759817283370352 0.0462439945390303 -0.256123653081581 0.193658983167059 -0.0364877218698283 0.387782248185122 -0.563303148366827 -0.0717987744763108 0.0318675461527131 0.099493141918223 0.153317839949437 -0.867178124766802 0.618060146853028 -0.342481816777694 0.928456102916814 0.189912402528216 0.470033873228968 0.78523695576212 0.122602382400701 -0.119496583798487 -0.385480556924482 0.101493605594824 0.636473112857063 0.476740952599699 -0.399095231677562 -0.0645601898001001 0.215775900422522 0.347598036530878 -0.39301345535255 -0.846515407139172 0.314267447675162 -0.103895836691031 0.354363033646273 -0.212289187764372 0.287301418545208 0.0327339725303949 -0.15482401401783 -0.521407351327161 0.943852086722315 -0.110027006263628 0.148790072026917 0.0945130006948918 -0.278435794153879 0.0502450092676709 -0.654731047739599 -0.203599340649845 -0.129222957698949 0.443839572420384 -0.600659578858912,0.114966247,-0.075981728,0.046243995,-0.256123653,0.193658983,-0.036487722,0.387782248,-0.563303148,-0.071798774,0.031867546,0.099493142,0.15331784,-0.867178125,0.618060147,-0.342481817,0.928456103,0.189912403,0.470033873,0.785236956,0.122602382,-0.119496584,-0.385480557,0.101493606,0.636473113,0.476740953,-0.399095232,-0.06456019,0.2157759,0.347598037,-0.393013455,-0.846515407,0.314267448,-0.103895837,0.354363034,-0.212289188,0.287301419,0.032733973,-0.154824014,-0.521407351,0.943852087,-0.110027006,0.148790072,0.094513001,-0.278435794,0.050245009,-0.654731048,-0.203599341,-0.129222958,0.443839572,-0.600659579
