ROWNAME,VECTOR,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,CONCACTENATE
rescued,-0.875393584983667 -0.72514272433742 -0.245579199984177 -0.0811324588984867 0.25118597712235 0.377262753595251 -0.134869673054957 0.0877925455596644 -0.0806449992594093 0.468106161068697 0.216239652886483 -0.667592931639088 0.210173046703136 -0.417876229748924 0.0799127844912123 0.00191284116223428 -0.0511085793809542 -0.339232712682857 0.25018086627468 0.660697907636333 0.36187496181544 -0.692258306370018 -0.489086568232776 -0.309170740973682 0.0520382632919836 0.070936194479019 -0.0364013471282119 0.222748527282367 -0.482065062235815 0.166964815646689 0.559701515008552 0.125580999226526 -0.414369860801816 0.244509912929904 1.00074042586003 -0.376174144227678 0.693808316745824 0.355436995628562 0.463745765074738 -0.454734043678907 0.232005629975899 -0.335293286776485 0.743319976736238 -0.217333121686695 -0.903384448944178 0.0778331016377592 -0.0532574992504285 0.312073332075176 0.0155351790722264 0.597422436180508,-0.875393585,-0.725142724,-0.2455792,-0.081132459,0.251185977,0.377262754,-0.134869673,0.087792546,-0.080644999,0.468106161,0.216239653,-0.667592932,0.210173047,-0.41787623,0.079912784,0.001912841,-0.051108579,-0.339232713,0.250180866,0.660697908,0.361874962,-0.692258306,-0.489086568,-0.309170741,0.052038263,0.070936194,-0.036401347,0.222748527,-0.482065062,0.166964816,0.559701515,0.125580999,-0.414369861,0.244509913,1.000740426,-0.376174144,0.693808317,0.355436996,0.463745765,-0.454734044,0.23200563,-0.335293287,0.743319977,-0.217333122,-0.903384449,0.077833102,-0.053257499,0.312073332,0.015535179,0.597422436,-0.875393584983667 -0.72514272433742 -0.245579199984177 -0.0811324588984867 0.25118597712235 0.377262753595251 -0.134869673054957 0.0877925455596644 -0.0806449992594093 0.468106161068697 0.216239652886483 -0.667592931639088 0.210173046703136 -0.417876229748924 0.0799127844912123 0.00191284116223428 -0.0511085793809542 -0.339232712682857 0.25018086627468 0.660697907636333 0.36187496181544 -0.692258306370018 -0.489086568232776 -0.309170740973682 0.0520382632919836 0.070936194479019 -0.0364013471282119 0.222748527282367 -0.482065062235815 0.166964815646689 0.559701515008552 0.125580999226526 -0.414369860801816 0.244509912929904 1.00074042586003 -0.376174144227678 0.693808316745824 0.355436995628562 0.463745765074738 -0.454734043678907 0.232005629975899 -0.335293286776485 0.743319976736238 -0.217333121686695 -0.903384448944178 0.0778331016377592 -0.0532574992504285 0.312073332075176 0.0155351790722264 0.597422436180508
reward,0.609224253909183 0.0688531196954034 0.368318959678616 0.444216247770873 -0.0470785829459568 -0.269112372080662 0.0681370370416982 0.154497574088932 0.398537243690886 -0.414347368115657 0.233371694055516 -0.639840325544498 0.231917587839866 -0.277218876385539 -0.523663018058748 -0.255223444675894 0.0483996799976783 -0.304883505085976 -0.408147911959552 -0.235183539283361 -0.28185307606057 -1.0581008568769 -0.901734680739075 -0.123466772659499 0.23742917858213 -0.428040797639906 -0.662588482776865 -0.286929633681564 0.75504551402061 0.482575219465901 -0.955978955318659 -0.00188320314140149 0.322848267989505 0.254714844222754 0.0109433143761835 0.32447628715416 0.205341371837093 0.112603231768893 -0.491854327231774 -0.794764658549762 -0.197260219850108 0.46510918119928 -0.541411766875669 -0.464090153375228 0.727620048193548 0.165965605510159 0.210267478252311 -0.931148239023397 0.459119736478068 -0.311845486134728,0.609224254,0.06885312,0.36831896,0.444216248,-0.047078583,-0.269112372,0.068137037,0.154497574,0.398537244,-0.414347368,0.233371694,-0.639840326,0.231917588,-0.277218876,-0.523663018,-0.255223445,0.04839968,-0.304883505,-0.408147912,-0.235183539,-0.281853076,-1.058100857,-0.901734681,-0.123466773,0.237429179,-0.428040798,-0.662588483,-0.286929634,0.755045514,0.482575219,-0.955978955,-0.001883203,0.322848268,0.254714844,0.010943314,0.324476287,0.205341372,0.112603232,-0.491854327,-0.794764659,-0.19726022,0.465109181,-0.541411767,-0.464090153,0.727620048,0.165965606,0.210267478,-0.931148239,0.459119736,-0.311845486,0.609224253909183 0.0688531196954034 0.368318959678616 0.444216247770873 -0.0470785829459568 -0.269112372080662 0.0681370370416982 0.154497574088932 0.398537243690886 -0.414347368115657 0.233371694055516 -0.639840325544498 0.231917587839866 -0.277218876385539 -0.523663018058748 -0.255223444675894 0.0483996799976783 -0.304883505085976 -0.408147911959552 -0.235183539283361 -0.28185307606057 -1.0581008568769 -0.901734680739075 -0.123466772659499 0.23742917858213 -0.428040797639906 -0.662588482776865 -0.286929633681564 0.75504551402061 0.482575219465901 -0.955978955318659 -0.00188320314140149 0.322848267989505 0.254714844222754 0.0109433143761835 0.32447628715416 0.205341371837093 0.112603231768893 -0.491854327231774 -0.794764658549762 -0.197260219850108 0.46510918119928 -0.541411766875669 -0.464090153375228 0.727620048193548 0.165965605510159 0.210267478252311 -0.931148239023397 0.459119736478068 -0.311845486134728
rising,-0.206833860710671 0.19883976502591 0.156464399913285 -0.410016087864767 0.718536380296359 -0.389489995412322 0.214662784095384 0.737105892851347 -0.595822946468519 0.506363532256473 0.296901405647567 0.766913554720887 -0.0676288130990959 0.488104669517793 -0.0436276192424398 0.296637320325593 -0.41241457261689 -0.669695361507316 -0.464704775154238 0.490871131347271 0.0740058158513967 -0.144957399282332 -0.381369968390218 0.300932008149526 -1.08094879888664 -0.459187260132363 -0.0616106599674862 -0.149081674111889 0.160921537586419 0.0478849874040032 0.351772371869049 0.253344378510533 0.543031327357474 -0.141523031973513 0.243002950893852 0.185757590585295 0.329275509646611 -0.449493133143657 0.239927224043141 0.235742802027198 0.275913191515561 0.25522829548892 -0.369091684892455 -0.131723147941246 0.382864782614293 0.606932226829999 0.243017873159464 -0.480052171101233 -0.0793014846930992 0.515797549080842,-0.206833861,0.198839765,0.1564644,-0.410016088,0.71853638,-0.389489995,0.214662784,0.737105893,-0.595822946,0.506363532,0.296901406,0.766913555,-0.067628813,0.48810467,-0.043627619,0.29663732,-0.412414573,-0.669695362,-0.464704775,0.490871131,0.074005816,-0.144957399,-0.381369968,0.300932008,-1.080948799,-0.45918726,-0.06161066,-0.149081674,0.160921538,0.047884987,0.351772372,0.253344379,0.543031327,-0.141523032,0.243002951,0.185757591,0.32927551,-0.449493133,0.239927224,0.235742802,0.275913192,0.255228295,-0.369091685,-0.131723148,0.382864783,0.606932227,0.243017873,-0.480052171,-0.079301485,0.515797549,-0.206833860710671 0.19883976502591 0.156464399913285 -0.410016087864767 0.718536380296359 -0.389489995412322 0.214662784095384 0.737105892851347 -0.595822946468519 0.506363532256473 0.296901405647567 0.766913554720887 -0.0676288130990959 0.488104669517793 -0.0436276192424398 0.296637320325593 -0.41241457261689 -0.669695361507316 -0.464704775154238 0.490871131347271 0.0740058158513967 -0.144957399282332 -0.381369968390218 0.300932008149526 -1.08094879888664 -0.459187260132363 -0.0616106599674862 -0.149081674111889 0.160921537586419 0.0478849874040032 0.351772371869049 0.253344378510533 0.543031327357474 -0.141523031973513 0.243002950893852 0.185757590585295 0.329275509646611 -0.449493133143657 0.239927224043141 0.235742802027198 0.275913191515561 0.25522829548892 -0.369091684892455 -0.131723147941246 0.382864782614293 0.606932226829999 0.243017873159464 -0.480052171101233 -0.0793014846930992 0.515797549080842
risk,0.155940378592045 -0.365328762135758 -0.120911389061839 0.324633409714827 -0.128986000226485 0.742224625521009 -0.624743040985168 0.203329701629274 -0.402533957881509 -0.133794988720515 0.282538351017926 -0.0482081810842387 0.0430056955465123 -0.0114804772360651 -0.773224223961272 -0.577836186130477 0.374078202932685 0.0610091339260962 -0.851368715789348 -0.479625142000221 0.154748522853774 -0.382462161642001 -0.460485269338552 -0.176874942453997 0.385858292064614 0.835372027860246 -0.838814916525274 -0.110114309997236 -0.355183051567176 0.249188925209441 -0.448543015530648 0.379488264330732 -0.287464354794595 0.0115647587735825 0.551651058336147 0.230156030337185 0.309909836643755 -0.309479163292395 -0.118280702478235 -0.548710036472701 -0.531834485784412 0.645665783337152 0.0183459639090634 -0.0326383505049329 0.742993981926814 -0.0099265795566821 0.994632098486588 0.385604593386853 0.0775124769858817 0.335760841137112,0.155940379,-0.365328762,-0.120911389,0.32463341,-0.128986,0.742224626,-0.624743041,0.203329702,-0.402533958,-0.133794989,0.282538351,-0.048208181,0.043005696,-0.011480477,-0.773224224,-0.577836186,0.374078203,0.061009134,-0.851368716,-0.479625142,0.154748523,-0.382462162,-0.460485269,-0.176874942,0.385858292,0.835372028,-0.838814917,-0.11011431,-0.355183052,0.249188925,-0.448543016,0.379488264,-0.287464355,0.011564759,0.551651058,0.23015603,0.309909837,-0.309479163,-0.118280702,-0.548710036,-0.531834486,0.645665783,0.018345964,-0.032638351,0.742993982,-0.00992658,0.994632098,0.385604593,0.077512477,0.335760841,0.155940378592045 -0.365328762135758 -0.120911389061839 0.324633409714827 -0.128986000226485 0.742224625521009 -0.624743040985168 0.203329701629274 -0.402533957881509 -0.133794988720515 0.282538351017926 -0.0482081810842387 0.0430056955465123 -0.0114804772360651 -0.773224223961272 -0.577836186130477 0.374078202932685 0.0610091339260962 -0.851368715789348 -0.479625142000221 0.154748522853774 -0.382462161642001 -0.460485269338552 -0.176874942453997 0.385858292064614 0.835372027860246 -0.838814916525274 -0.110114309997236 -0.355183051567176 0.249188925209441 -0.448543015530648 0.379488264330732 -0.287464354794595 0.0115647587735825 0.551651058336147 0.230156030337185 0.309909836643755 -0.309479163292395 -0.118280702478235 -0.548710036472701 -0.531834485784412 0.645665783337152 0.0183459639090634 -0.0326383505049329 0.742993981926814 -0.0099265795566821 0.994632098486588 0.385604593386853 0.0775124769858817 0.335760841137112
rivers,-0.544219050781835 0.235221673819481 -0.0514746151971322 0.0371560902826069 0.0333230669034652 -0.172495576503929 0.0983578910601738 0.231585595865854 0.0511377070741444 0.744194195730447 0.380587366491152 0.0153801228985728 0.12304757593349 -0.384054673696459 0.308530660988666 -0.707437826832285 0.102179049698777 -0.221240390141191 0.377638144787347 -0.507491392951642 0.416109435915207 0.412822038037832 0.413955631816732 0.075594257200057 -0.450279945628565 0.232148516424316 -0.0499258678009536 0.116598525291349 0.0222968985422483 -0.383021014900695 -0.205302250288193 -0.347472179080122 0.0747895140626604 0.551313143729007 0.465353998161391 0.00447090499604968 -0.0263998666349967 -0.379940866903855 -0.0824317134225195 0.720805475530998 0.00249683416823559 -0.47385493044802 -0.241639445260178 0.600321437746288 -0.341653530771797 -0.0473691725677442 0.682615998697443 0.859527703919639 0.116438202446804 -0.545862711196461,-0.544219051,0.235221674,-0.051474615,0.03715609,0.033323067,-0.172495577,0.098357891,0.231585596,0.051137707,0.744194196,0.380587366,0.015380123,0.123047576,-0.384054674,0.308530661,-0.707437827,0.10217905,-0.22124039,0.377638145,-0.507491393,0.416109436,0.412822038,0.413955632,0.075594257,-0.450279946,0.232148516,-0.049925868,0.116598525,0.022296899,-0.383021015,-0.20530225,-0.347472179,0.074789514,0.551313144,0.465353998,0.004470905,-0.026399867,-0.379940867,-0.082431713,0.720805476,0.002496834,-0.47385493,-0.241639445,0.600321438,-0.341653531,-0.047369173,0.682615999,0.859527704,0.116438202,-0.545862711,-0.544219050781835 0.235221673819481 -0.0514746151971322 0.0371560902826069 0.0333230669034652 -0.172495576503929 0.0983578910601738 0.231585595865854 0.0511377070741444 0.744194195730447 0.380587366491152 0.0153801228985728 0.12304757593349 -0.384054673696459 0.308530660988666 -0.707437826832285 0.102179049698777 -0.221240390141191 0.377638144787347 -0.507491392951642 0.416109435915207 0.412822038037832 0.413955631816732 0.075594257200057 -0.450279945628565 0.232148516424316 -0.0499258678009536 0.116598525291349 0.0222968985422483 -0.383021014900695 -0.205302250288193 -0.347472179080122 0.0747895140626604 0.551313143729007 0.465353998161391 0.00447090499604968 -0.0263998666349967 -0.379940866903855 -0.0824317134225195 0.720805475530998 0.00249683416823559 -0.47385493044802 -0.241639445260178 0.600321437746288 -0.341653530771797 -0.0473691725677442 0.682615998697443 0.859527703919639 0.116438202446804 -0.545862711196461
rn33jlvh,-0.956902568391824 0.497421032147572 0.126711112948623 -0.0280559070892718 0.356514551298026 0.34573098239292 0.375727684701901 0.209854567709594 -0.317240374935911 0.0481012753954863 0.247018354870905 0.337918829141276 -0.0652779464087377 -0.241686488148367 -0.574077006607131 -0.742105100158893 -0.294976435270054 0.194174937740807 -0.556086536607395 0.180431256979445 -0.0575254791837367 0.875468276640867 -0.0722499015178556 0.122492122889141 0.22498214471536 0.054036131849642 0.334635987704251 -0.461669502834661 0.276455664439249 -0.235262377041329 -0.185442363239689 -0.534575953250173 -1.02974653098379 0.333875397484849 0.172125920848682 0.279075915352379 -0.0613667209431293 0.305995912535819 -0.186481701924709 0.256124581201944 0.564356554639051 0.484616830925862 0.0875868619372012 -0.424202712001698 0.0750980601199158 0.0929869771877495 0.456263163499366 -0.0661324304918145 0.262170408268606 0.443523891631683,-0.956902568,0.497421032,0.126711113,-0.028055907,0.356514551,0.345730982,0.375727685,0.209854568,-0.317240375,0.048101275,0.247018355,0.337918829,-0.065277946,-0.241686488,-0.574077007,-0.7421051,-0.294976435,0.194174938,-0.556086537,0.180431257,-0.057525479,0.875468277,-0.072249902,0.122492123,0.224982145,0.054036132,0.334635988,-0.461669503,0.276455664,-0.235262377,-0.185442363,-0.534575953,-1.029746531,0.333875397,0.172125921,0.279075915,-0.061366721,0.305995913,-0.186481702,0.256124581,0.564356555,0.484616831,0.087586862,-0.424202712,0.07509806,0.092986977,0.456263163,-0.06613243,0.262170408,0.443523892,-0.956902568391824 0.497421032147572 0.126711112948623 -0.0280559070892718 0.356514551298026 0.34573098239292 0.375727684701901 0.209854567709594 -0.317240374935911 0.0481012753954863 0.247018354870905 0.337918829141276 -0.0652779464087377 -0.241686488148367 -0.574077006607131 -0.742105100158893 -0.294976435270054 0.194174937740807 -0.556086536607395 0.180431256979445 -0.0575254791837367 0.875468276640867 -0.0722499015178556 0.122492122889141 0.22498214471536 0.054036131849642 0.334635987704251 -0.461669502834661 0.276455664439249 -0.235262377041329 -0.185442363239689 -0.534575953250173 -1.02974653098379 0.333875397484849 0.172125920848682 0.279075915352379 -0.0613667209431293 0.305995912535819 -0.186481701924709 0.256124581201944 0.564356554639051 0.484616830925862 0.0875868619372012 -0.424202712001698 0.0750980601199158 0.0929869771877495 0.456263163499366 -0.0661324304918145 0.262170408268606 0.443523891631683
robertfife,-0.676441333519296 -0.572384185988303 0.0582996938352368 0.0203669498852427 0.345483620198177 -0.448319497272457 -0.502956317059831 0.35640165274534 0.171737391600174 -0.193165776412663 -0.497799855869147 0.811891089375718 0.841647061721424 -0.083274943196986 -0.14193459024615 0.315588037348887 0.729515501734974 0.207682337573318 0.28238383737602 0.406846446480804 -0.244209728209823 0.503340685016735 0.116366127690612 -0.594072712498904 -0.542951050158575 0.160587450927372 -0.00360770924149658 -0.119761902614239 -0.88495229865193 -0.560886651604264 -0.181026578924188 0.325559172698163 0.512062895461652 -0.290343801859013 -0.0822520468107824 0.139868855048726 0.0339552415817699 -0.313118824464612 -0.0680076093529064 0.108078541670409 -0.078952282634745 0.0439785628901091 0.167468568569848 -0.205985847918024 0.558972280493461 -0.258105501447122 -0.0678969764505922 -0.589334487393746 0.270288174706795 -0.00169499961440994,-0.676441334,-0.572384186,0.058299694,0.02036695,0.34548362,-0.448319497,-0.502956317,0.356401653,0.171737392,-0.193165776,-0.497799856,0.811891089,0.841647062,-0.083274943,-0.14193459,0.315588037,0.729515502,0.207682338,0.282383837,0.406846446,-0.244209728,0.503340685,0.116366128,-0.594072712,-0.54295105,0.160587451,-0.003607709,-0.119761903,-0.884952299,-0.560886652,-0.181026579,0.325559173,0.512062895,-0.290343802,-0.082252047,0.139868855,0.033955242,-0.313118824,-0.068007609,0.108078542,-0.078952283,0.043978563,0.167468569,-0.205985848,0.55897228,-0.258105501,-0.067896976,-0.589334487,0.270288175,-0.001695,-0.676441333519296 -0.572384185988303 0.0582996938352368 0.0203669498852427 0.345483620198177 -0.448319497272457 -0.502956317059831 0.35640165274534 0.171737391600174 -0.193165776412663 -0.497799855869147 0.811891089375718 0.841647061721424 -0.083274943196986 -0.14193459024615 0.315588037348887 0.729515501734974 0.207682337573318 0.28238383737602 0.406846446480804 -0.244209728209823 0.503340685016735 0.116366127690612 -0.594072712498904 -0.542951050158575 0.160587450927372 -0.00360770924149658 -0.119761902614239 -0.88495229865193 -0.560886651604264 -0.181026578924188 0.325559172698163 0.512062895461652 -0.290343801859013 -0.0822520468107824 0.139868855048726 0.0339552415817699 -0.313118824464612 -0.0680076093529064 0.108078541670409 -0.078952282634745 0.0439785628901091 0.167468568569848 -0.205985847918024 0.558972280493461 -0.258105501447122 -0.0678969764505922 -0.589334487393746 0.270288174706795 -0.00169499961440994
rockhampton,0.204543889153252 0.988794909940253 0.126062643499638 -0.288920350028326 -0.727599576318932 0.914977684230785 -0.238605895028725 -0.513874635597438 -0.0526547513838053 -0.0630101310757624 -0.182679601731834 0.692162037652233 -0.135714934700086 0.0963332908651587 -0.508018697838734 0.57704823494602 -0.0384840192105825 -0.303277942151911 -0.440568203154741 -0.550756546139471 0.189525686507766 0.0652207140353163 -0.354457075908391 -0.308965597259399 -0.168643960756281 0.726419866830765 0.609769530627767 0.152115306572235 -0.449758534073282 -0.168591328816211 -0.215997102267897 -0.49749241967898 0.435936511110005 -0.260050984790291 -0.408998381986421 -0.239645947939372 0.33378729386634 -0.0106819711944387 0.375164770973762 0.572813575821737 -0.107421428978397 -0.260874482018387 0.0138937301449683 -0.315192615666088 -0.306766850297171 -0.21984852900996 0.277933703125686 -0.849368071548999 0.30957676867854 0.595220098717707,0.204543889,0.98879491,0.126062643,-0.28892035,-0.727599576,0.914977684,-0.238605895,-0.513874636,-0.052654751,-0.063010131,-0.182679602,0.692162038,-0.135714935,0.096333291,-0.508018698,0.577048235,-0.038484019,-0.303277942,-0.440568203,-0.550756546,0.189525687,0.065220714,-0.354457076,-0.308965597,-0.168643961,0.726419867,0.609769531,0.152115307,-0.449758534,-0.168591329,-0.215997102,-0.49749242,0.435936511,-0.260050985,-0.408998382,-0.239645948,0.333787294,-0.010681971,0.375164771,0.572813576,-0.107421429,-0.260874482,0.01389373,-0.315192616,-0.30676685,-0.219848529,0.277933703,-0.849368072,0.309576769,0.595220099,0.204543889153252 0.988794909940253 0.126062643499638 -0.288920350028326 -0.727599576318932 0.914977684230785 -0.238605895028725 -0.513874635597438 -0.0526547513838053 -0.0630101310757624 -0.182679601731834 0.692162037652233 -0.135714934700086 0.0963332908651587 -0.508018697838734 0.57704823494602 -0.0384840192105825 -0.303277942151911 -0.440568203154741 -0.550756546139471 0.189525686507766 0.0652207140353163 -0.354457075908391 -0.308965597259399 -0.168643960756281 0.726419866830765 0.609769530627767 0.152115306572235 -0.449758534073282 -0.168591328816211 -0.215997102267897 -0.49749241967898 0.435936511110005 -0.260050984790291 -0.408998381986421 -0.239645947939372 0.33378729386634 -0.0106819711944387 0.375164770973762 0.572813575821737 -0.107421428978397 -0.260874482018387 0.0138937301449683 -0.315192615666088 -0.306766850297171 -0.21984852900996 0.277933703125686 -0.849368071548999 0.30957676867854 0.595220098717707
rode,0.616962077545812 0.251803045380861 -0.148537391776603 -0.320013831224671 -0.228014777131306 0.490605392797782 -0.44168113648814 -0.240854206486665 -0.131640283298889 0.846820105195191 0.190492769906001 0.211403200944981 0.228021647200725 -0.241794691548637 -0.15249670336606 0.366330550602015 0.440103611631214 -0.15886705081965 -0.0373760032155657 -0.825923882380554 0.555484808761375 -0.102716978635972 0.0621202037772081 0.127740518880948 -0.702032165256306 -0.682103121048287 0.538786276252719 0.149555989300086 0.708849868207585 0.438014756465952 0.492126077604206 -0.078905762530321 -0.00930834943293271 0.463051585526182 0.427105979775686 -0.561049867175609 -0.27104229838118 -1.00653132606075 0.314957992819123 -0.217493564022279 -0.711611797780544 -0.16569708260435 -0.522418292933605 -0.099270447363627 0.101993978379816 0.0285330909026492 -0.208748351251967 0.0130354878345769 -0.152565877180901 -0.1806106749083,0.616962078,0.251803045,-0.148537392,-0.320013831,-0.228014777,0.490605393,-0.441681136,-0.240854206,-0.131640283,0.846820105,0.19049277,0.211403201,0.228021647,-0.241794692,-0.152496703,0.366330551,0.440103612,-0.158867051,-0.037376003,-0.825923882,0.555484809,-0.102716979,0.062120204,0.127740519,-0.702032165,-0.682103121,0.538786276,0.149555989,0.708849868,0.438014756,0.492126078,-0.078905763,-0.009308349,0.463051586,0.42710598,-0.561049867,-0.271042298,-1.006531326,0.314957993,-0.217493564,-0.711611798,-0.165697083,-0.522418293,-0.099270447,0.101993978,0.028533091,-0.208748351,0.013035488,-0.152565877,-0.180610675,0.616962077545812 0.251803045380861 -0.148537391776603 -0.320013831224671 -0.228014777131306 0.490605392797782 -0.44168113648814 -0.240854206486665 -0.131640283298889 0.846820105195191 0.190492769906001 0.211403200944981 0.228021647200725 -0.241794691548637 -0.15249670336606 0.366330550602015 0.440103611631214 -0.15886705081965 -0.0373760032155657 -0.825923882380554 0.555484808761375 -0.102716978635972 0.0621202037772081 0.127740518880948 -0.702032165256306 -0.682103121048287 0.538786276252719 0.149555989300086 0.708849868207585 0.438014756465952 0.492126077604206 -0.078905762530321 -0.00930834943293271 0.463051585526182 0.427105979775686 -0.561049867175609 -0.27104229838118 -1.00653132606075 0.314957992819123 -0.217493564022279 -0.711611797780544 -0.16569708260435 -0.522418292933605 -0.099270447363627 0.101993978379816 0.0285330909026492 -0.208748351251967 0.0130354878345769 -0.152565877180901 -0.1806106749083
rollover,0.18939715351196 0.563811280531061 0.069405836533483 -0.289609907014298 0.264866069072142 0.591363831702605 -0.0657411088353257 0.12043000461665 0.121899620677837 0.29627822650431 -0.0500209528456066 0.0260769920246657 0.560106738889853 0.222352338866795 0.815814997073788 -0.691840706937645 0.236193437706639 -0.0116084231252153 0.196988936479842 0.586462003013632 0.343914164660697 -0.196853109666633 -0.0195925131485313 -0.0882726387955327 -0.0503021300080442 0.547858897846383 0.406011315844522 -0.423800090989302 0.307901384289899 0.0478077230239916 0.347429977842766 0.693683605042692 0.130880050834799 -0.0320841091118676 0.357881413359341 -0.0522003627600506 0.127026411386763 0.523868928561117 -0.194550049637534 0.0598627943311477 -0.61707639033968 -0.410634826542602 -0.977734902912757 -0.208543730803446 0.600185658746878 -0.265074979179574 0.801049382850306 0.300674208973755 -0.240795307316703 0.0133205400509981,0.189397154,0.563811281,0.069405837,-0.289609907,0.264866069,0.591363832,-0.065741109,0.120430005,0.121899621,0.296278227,-0.050020953,0.026076992,0.560106739,0.222352339,0.815814997,-0.691840707,0.236193438,-0.011608423,0.196988936,0.586462003,0.343914165,-0.19685311,-0.019592513,-0.088272639,-0.05030213,0.547858898,0.406011316,-0.423800091,0.307901384,0.047807723,0.347429978,0.693683605,0.130880051,-0.032084109,0.357881413,-0.052200363,0.127026411,0.523868929,-0.19455005,0.059862794,-0.61707639,-0.410634827,-0.977734903,-0.208543731,0.600185659,-0.265074979,0.801049383,0.300674209,-0.240795307,0.01332054,0.18939715351196 0.563811280531061 0.069405836533483 -0.289609907014298 0.264866069072142 0.591363831702605 -0.0657411088353257 0.12043000461665 0.121899620677837 0.29627822650431 -0.0500209528456066 0.0260769920246657 0.560106738889853 0.222352338866795 0.815814997073788 -0.691840706937645 0.236193437706639 -0.0116084231252153 0.196988936479842 0.586462003013632 0.343914164660697 -0.196853109666633 -0.0195925131485313 -0.0882726387955327 -0.0503021300080442 0.547858897846383 0.406011315844522 -0.423800090989302 0.307901384289899 0.0478077230239916 0.347429977842766 0.693683605042692 0.130880050834799 -0.0320841091118676 0.357881413359341 -0.0522003627600506 0.127026411386763 0.523868928561117 -0.194550049637534 0.0598627943311477 -0.61707639033968 -0.410634826542602 -0.977734902912757 -0.208543730803446 0.600185658746878 -0.265074979179574 0.801049382850306 0.300674208973755 -0.240795307316703 0.0133205400509981
roof,0.192324729249389 0.371552978352534 -0.410018863897761 -0.523453346779106 -0.326776465198129 -0.460108358792846 -0.131782257879707 -0.696793606505802 -0.283198218112263 -0.429716904416679 0.00252705466194328 0.0101456336566754 0.0576611717267637 -0.0620017143789868 -0.35054691503196 0.668222873839738 -0.812355284287285 -0.165463397443747 -0.166214663883532 0.836672228963257 -0.10464641574503 -0.203957413697656 -0.201656915301851 0.371080121200222 -0.338522226590547 -0.0448182880667003 0.399981580825831 -0.345087036360404 0.492791289980275 -0.354405865615465 0.15176429756524 0.258124129738061 -0.214045281419903 -1.00166614914861 0.0451766851440428 -0.0766409820185911 -0.772118904257879 0.227620753301999 -0.22096799117314 -0.134363239572399 -0.201467655907751 -0.0116094762246393 -0.334822010265285 0.439642676783874 -0.839105209835054 -0.719261237919561 -0.170561415045059 0.21048005506194 0.570765458112213 -0.103141787776407,0.192324729,0.371552978,-0.410018864,-0.523453347,-0.326776465,-0.460108359,-0.131782258,-0.696793607,-0.283198218,-0.429716904,0.002527055,0.010145634,0.057661172,-0.062001714,-0.350546915,0.668222874,-0.812355284,-0.165463397,-0.166214664,0.836672229,-0.104646416,-0.203957414,-0.201656915,0.371080121,-0.338522227,-0.044818288,0.399981581,-0.345087036,0.49279129,-0.354405866,0.151764298,0.25812413,-0.214045281,-1.001666149,0.045176685,-0.076640982,-0.772118904,0.227620753,-0.220967991,-0.13436324,-0.201467656,-0.011609476,-0.33482201,0.439642677,-0.83910521,-0.719261238,-0.170561415,0.210480055,0.570765458,-0.103141788,0.192324729249389 0.371552978352534 -0.410018863897761 -0.523453346779106 -0.326776465198129 -0.460108358792846 -0.131782257879707 -0.696793606505802 -0.283198218112263 -0.429716904416679 0.00252705466194328 0.0101456336566754 0.0576611717267637 -0.0620017143789868 -0.35054691503196 0.668222873839738 -0.812355284287285 -0.165463397443747 -0.166214663883532 0.836672228963257 -0.10464641574503 -0.203957413697656 -0.201656915301851 0.371080121200222 -0.338522226590547 -0.0448182880667003 0.399981580825831 -0.345087036360404 0.492791289980275 -0.354405865615465 0.15176429756524 0.258124129738061 -0.214045281419903 -1.00166614914861 0.0451766851440428 -0.0766409820185911 -0.772118904257879 0.227620753301999 -0.22096799117314 -0.134363239572399 -0.201467655907751 -0.0116094762246393 -0.334822010265285 0.439642676783874 -0.839105209835054 -0.719261237919561 -0.170561415045059 0.21048005506194 0.570765458112213 -0.103141787776407
